SHA-256 | current path | origin
131598aadebef8f74582655592d03fd5bcab1d913db2e021976c5d9100d0bac6 | Header/NoLib/Scalar/SquareRoot.hpp | Include/NoLib/Scalar/SquareRoot.hpp (unchanged)
554e5d378b9e813aa06ce28c2d2419d437255850664844bf619d4d000a5ccbb9 | Header/NoLib/Scalar/Trigonometry.hpp | Include/NoLib/Scalar/Trigonometry.hpp (unchanged)
76dcc308138c4eba70ed9189cfadaffffa6ce8a343c4b7624e60ed8243cc871c | Header/NoLib/Symbolic/IntegrationCommon.hpp | Include/NoLib/Symbolic/IntegrationCommon.hpp (unchanged)
67308bc9aa4e91971182ac56eb658a263d0f8e5e8abb37fede3b9fc70de5f421 | Header/NoLib/Symbolic/IntegrationExtensions.hpp | Include/NoLib/Symbolic/IntegrationExtensions.hpp (unchanged)
d81e456f4cf2438fa3c9f5a01a1258ba1bd20f63e2445fa33396cbf1a5b41afa | Header/NoLib/Symbolic/IntegrationMethod.hpp | Include/NoLib/Symbolic/IntegrationMethod.hpp (unchanged)
5afd6f5965cfa755f5614a82699de938dd050c8ff65b72408ff4fd2ae77c568c | Header/NoLib/Symbolic/IntegrationRational.hpp | Include/NoLib/Symbolic/IntegrationRational.hpp (unchanged)
103673ec3e1309ca39acdefbfb37e3399b5516e7d9dcb777e53d16f83372c44c | Header/NoLib/Symbolic/IntegrationVerification.hpp | Include/NoLib/Symbolic/IntegrationVerification.hpp (unchanged)
234e09f5f4e3ca894e60fe107142289d2638eeccbf003f9872b453a6432302a2 | Header/NoLib/Symbolic/PolynomialBridge.hpp | Include/NoLib/Symbolic/PolynomialBridge.hpp (unchanged)
e6bc1697c45ec95f31dd324a1a97857ba0594cb0063563cbcf2e30c1ed04a0b8 | Header/NoLib/Symbolic/RischSubset.hpp | Include/NoLib/Symbolic/RischSubset.hpp (unchanged)
069dd6a9a77c1fb7f444f8bf3a6419d44b2ad5ded5cab6195ade625c016f6a12 | Header/NoLib/Symbolic/SymbolicBuilder.hpp | Include/NoLib/Symbolic/SymbolicBuilder.hpp (unchanged)
70d855694dede5fc8dfaab41f57d5eafd4982ebb1026c021aee1eec0ccd332fc | Header/NoLib/Symbolic/SymbolicComparison.hpp | Include/NoLib/Symbolic/SymbolicComparison.hpp (unchanged)
1fc326768300ed76f27493e1d86e8e9330aa14d2f8f04b6ffeab8505b3b7acf2 | Header/NoLib/Symbolic/SymbolicCopy.hpp | Include/NoLib/Symbolic/SymbolicCopy.hpp (unchanged)
5cbdeeb6ee5b2dd3d8718d6e4f99bc935f28cdfaa98069724db3a59980056180 | Header/NoLib/Symbolic/SymbolicDifferentiation.hpp | Include/NoLib/Symbolic/SymbolicDifferentiation.hpp (unchanged)
d76f4cb4ddd67505ccef25f89446f426874264ab2d9532592629d21f504d4a4f | Header/NoLib/Symbolic/SymbolicEvaluation.hpp | Include/NoLib/Symbolic/SymbolicEvaluation.hpp (unchanged)
2488bb258708ca5dfb0784bac2610ad907bf2ddf8c52a5dd5c81299bc8527c8f | Header/NoLib/Symbolic/SymbolicExpression.hpp | Include/NoLib/Symbolic/SymbolicExpression.hpp (unchanged)
d4766f4baae4a66b6eded2fafc92bf4996d1eeacd56e32bfb04fed75852e3262 | Header/NoLib/Symbolic/SymbolicFormatting.hpp | Include/NoLib/Symbolic/SymbolicFormatting.hpp (unchanged)
699d9fb22b36580dbb97cfe53d501bf4c1d0c87d610d24efd526b5e733557758 | Header/NoLib/Symbolic/SymbolicNode.hpp | Include/NoLib/Symbolic/SymbolicNode.hpp (unchanged)
db44977f62577dd9169c0cf34e34b3dec7f12b8f4eb2015510e1c4528097c088 | Header/NoLib/Symbolic/SymbolicParser.hpp | Include/NoLib/Symbolic/SymbolicParser.hpp (unchanged)
062b9de88140a051d54032a9b01d0e7202643a883c348f879fee985ba9fbc9f9 | Header/NoLib/Symbolic/SymbolicSimplification.hpp | Include/NoLib/Symbolic/SymbolicSimplification.hpp (unchanged)
fa58c600bfd08c23bc4faab0941e113c298009e7216eb79380cb6c9c4605dfa2 | Header/NoLib/Symbolic/SymbolicType.hpp | Include/NoLib/Symbolic/SymbolicType.hpp (unchanged)
2b3455c3e7bf29844e23686f9e1d4964a1b54788b999fd4a3cf8dd5e6b17dab4 | Header/NoLib/Text/IntegerFormatting.hpp | Include/NoLib/Text/IntegerFormatting.hpp (unchanged)
17a3e453db6b96be047c147aeced3e353e29cffb17b861ef4dcf43d0667799ec | Header/NoLib/Text/NumberParsing.hpp | Include/NoLib/Text/NumberParsing.hpp (unchanged)
3d6efed33348ddf85f8c5958e100160f55a77999587b7284008949e120bccf95 | Header/NoLib/Text/RealFormatting.hpp | Include/NoLib/Text/RealFormatting.hpp (unchanged)
5a54e15b10ae52ed9fd2204c768c95207608538fb0eeadc1bde03383c16e187d | Header/NoLib/Text/String.hpp | Include/NoLib/Text/String.hpp (unchanged)
d8f32a1933b40ec73d113e4a2c817049fcdcf2d0f0d86dc2079cdd44e3898ef9 | Header/NoLib/Text/StringStreamAdapters.hpp | Include/NoLib/Text/StringStreamAdapters.hpp (unchanged)
53abfcc51cbb6779135a1333b8d6da688122759f603a2d73564af70c5ece30be | Header/NoLibMath.hpp | Include/NoLibMath.hpp (unchanged)
b571232593c031a2288778a5e21d4ce3174335bcb2cdf82b3b04b24be608eaa5 | Header/Workbench/Commands.hpp | Current workbench addition (unchanged during packaging)
fcca79e5d389e287d2ed5c373ac4ae9f7a474ad2207555bb18c5b2d54701ecf6 | Header/Workbench/Console.hpp | Current workbench addition (unchanged during packaging)
9ad4e9451f9a3e568b9949cd84509a260411eeb7195032557574cb14f1d914ff | Header/Workbench/ExpressionParser.hpp | Current workbench addition (unchanged during packaging)
3e3981346fa61a3679ef1fcb64301eb5e999a5d67571ed387ac598c2756def56 | Source/main.cpp | Current workbench addition (unchanged during packaging)
dea6b7290c2c13d3423d74a1fbc54f2f61ab0d98c925a90920b3fbe81701a3ae | Source/NoLib/Complex/ComplexArithmetic.cpp | Source/NoLib/Complex/ComplexArithmetic.cpp (unchanged)
2d10b4d66c4090d57d55ff8b4f14d353e7062f4044c839f9a60debea7122a43b | Source/NoLib/Complex/ComplexElementary.cpp | Source/NoLib/Complex/ComplexElementary.cpp (unchanged)
689afd37be070d70f0f64d61ff4ac2d52992db92102175a413b3edea7db472da | Source/NoLib/Complex/ComplexFormatting.cpp | Source/NoLib/Complex/ComplexFormatting.cpp (unchanged)
df0f8658746bc70d5b8d4ce090c149f1dd7a4051c71b61f3fac82a2e635ef8ce | Source/NoLib/Complex/ComplexNumber.cpp | Source/NoLib/Complex/ComplexNumber.cpp (unchanged)
e180d49dce5de05403e15557abb9b046bf6372232f6c212edb36fd7dd0fbeb07 | Source/NoLib/Core/CheckedInteger.cpp | Source/NoLib/Core/CheckedInteger.cpp (unchanged)
ec144b0fde7aed28db9fe106780cec80a1d786f02983a64fc2a9f19a195bc708 | Source/NoLib/Core/RealTraits.cpp | Source/NoLib/Core/RealTraits.cpp (unchanged)
da123616df21ce04a733e6481c2b2fd1ad49da9aec0e700bd83ad9c3b10ce167 | Source/NoLib/Core/Types.cpp | Source/NoLib/Core/Types.cpp (unchanged)
7999e3856ec4980f9bf65b7d1445334b986ca8a5eaebc287f043b9a868c9a0e7 | Source/NoLib/Scalar/Constants.cpp | Source/NoLib/Scalar/Constants.cpp (unchanged)
bb028bf6ab8056cf0dcf680f440a4cda306cea94934c78df575dcb07df9389fc | Source/NoLib/Scalar/Exponential.cpp | Source/NoLib/Scalar/Exponential.cpp (unchanged)
a3518e30fac42251df4a3ad585eb4a24c328dd031a6d268d16d9d1ab083171a8 | Source/NoLib/Scalar/Logarithm.cpp | Source/NoLib/Scalar/Logarithm.cpp (unchanged)
13934dce2fe2c866f8f25177b36d830e577d89bae73213f4fe34fcc0bf9c07dd | Source/NoLib/Scalar/Powers.cpp | Source/NoLib/Scalar/Powers.cpp (unchanged)
0dbf743c6a9273c86c249d2777d266bc8479a3862e18634a7cd8a57bf5df7e6f | Source/NoLib/Scalar/ScientificNumber.cpp | Source/NoLib/Scalar/ScientificNumber.cpp (unchanged)
80e6a8cb8f3e9de283075d44d0db8011b88bc8f8452e1474302a1d7a5090529d | Source/NoLib/Scalar/SquareRoot.cpp | Source/NoLib/Scalar/SquareRoot.cpp (local working edit preserved)
0d753a8e520c3e6c04dc8550af390579e4444afaed6873ae9967caabccf06da9 | Source/NoLib/Scalar/Trigonometry.cpp | Source/NoLib/Scalar/Trigonometry.cpp (unchanged)
6a48788e172a6cff6a6b49df434b7b7e353013aac277d2c8076f1c3a2cd328d4 | Source/NoLib/Symbolic/IntegrationMethod.cpp | Source/NoLib/Symbolic/IntegrationMethod.cpp (unchanged)
b00a1f0a600ba8384e6dc37672b36e6b0d090754702b4eb1c837c228a50b7574 | Source/NoLib/Symbolic/SymbolicNode.cpp | Source/NoLib/Symbolic/SymbolicNode.cpp (unchanged)
322cc65f3a8a244c688aeb4efd2446f61cc53bab2fd3d610a58ffc4912859ff8 | Source/NoLib/Text/IntegerFormatting.cpp | Source/NoLib/Text/IntegerFormatting.cpp (unchanged)
f3391f8d8f29bc501ce1cfffb56263f4a7a9c0de00710727f2f0ea119dd93b5a | Source/NoLib/Text/NumberParsing.cpp | Source/NoLib/Text/NumberParsing.cpp (unchanged)
f2801fa70afe912082b1ecfb938a8f4bb063b9f98bec5d704b91464f188c341f | Source/NoLib/Text/RealFormatting.cpp | Source/NoLib/Text/RealFormatting.cpp (unchanged)
a67095a4207ce96ec1a57ff11381d1318654335b41d5789528a6ed0301c7c11a | Source/NoLib/Text/String.cpp | Source/NoLib/Text/String.cpp (unchanged)
5c7020f3bd542bce329d680d9aecf3c5caffc9121f14243e16a0510a05580efd | Source/Tests/ParserTests.cpp | Current workbench addition (unchanged during packaging)
75019e6011b83384cc04b0972c17368a27cfd1134dbe301186396e613f3b1c9f | Source/Workbench/Commands.cpp | Current workbench addition (unchanged during packaging)
f106c7edc8977b45351c5d5e2d7b02be1ab056d8de3d1ae69738e59a31b87da9 | Source/Workbench/Console.cpp | Current workbench addition (unchanged during packaging)
bdbbb6e22d60891b033c2e40c1f651db3ecb6749f31f7320707ab53e08ce878a | Source/Workbench/ExpressionParser.cpp | Current workbench addition (unchanged during packaging)
